spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,solving_time_feature1_2_7_10286,solving_time_feature8_2_7_10286,solving_time_amazon_micro_2_7_10286
0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.035,0.015,0.165
1,0,0,0,1,1,1,0,0,0,0,0,0,1,5.005,5.01,5.02
0,1,0,0,1,1,1,0,0,0,0,0,0,1,0.1,0.04,0.46
1,1,0,0,1,1,1,0,0,0,0,0,0,1,5.01,5.01,5.02
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0.04,0.02,0.19
1,0,1,0,1,1,1,0,0,0,0,0,0,1,5.005,5.01,5.025
0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.08,0.04,0.375
1,1,1,0,1,1,1,0,0,0,0,0,0,1,5,5.01,5.02
0,0,0,1,1,1,1,0,0,0,0,0,0,1,0.04,0.02,0.165
1,0,0,1,1,1,1,0,0,0,0,0,0,1,5.005,5.01,5.02
0,1,0,1,1,1,1,0,0,0,0,0,0,1,0.08,0.04,0.41
1,1,0,1,1,1,1,0,0,0,0,0,0,1,5.01,5.01,5.015
0,0,1,1,1,1,1,0,0,0,0,0,0,1,0.04,0.02,0.205
1,0,1,1,1,1,1,0,0,0,0,0,0,1,5.01,5.01,5.02
0,1,1,1,1,1,1,0,0,0,0,0,0,1,0.07,0.03,0.31
1,1,1,1,1,1,1,0,0,0,0,0,0,1,5,5.01,5.03
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.01,0,0.095
1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,5.01,5.01
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.06,0.025,0.31
1,1,0,0,0,0,0,1,0,0,0,0,0,1,5.01,5.01,5.03
0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.01,0,0.05
1,0,1,0,0,0,0,1,0,0,0,0,0,1,5.01,5.015,5.015
0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.01,0,0.095
1,1,1,0,0,0,0,1,0,0,0,0,0,1,4.94,2.085,5.015
0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.02,0,0.135
1,0,0,1,0,0,0,1,0,0,0,0,0,1,5.025,5.02,5.02
0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.025,0.01,0.135
1,1,0,1,0,0,0,1,0,0,0,0,0,1,5.03,5.02,5.03
0,0,1,1,0,0,0,1,0,0,0,0,0,1,0.02,0.005,0.14
1,0,1,1,0,0,0,1,0,0,0,0,0,1,5.03,5.02,5.03
0,1,1,1,0,0,0,1,0,0,0,0,0,1,0.025,0.01,0.15
1,1,1,1,0,0,0,1,0,0,0,0,0,1,5.03,5.02,5.045
0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.15,0.07,0.765
1,0,0,0,1,0,0,1,0,0,0,0,0,1,5.01,5.01,5.03
0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.045,0.02,0.29
1,1,0,0,1,0,0,1,0,0,0,0,0,1,5.02,5.01,5.025
0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.15,0.06,0.75
1,0,1,0,1,0,0,1,0,0,0,0,0,1,5.01,5.01,5.03
0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.055,0.02,0.265
1,1,1,0,1,0,0,1,0,0,0,0,0,1,5.02,5.01,5.01
0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.155,0.065,0.77
1,0,0,1,1,0,0,1,0,0,0,0,0,1,5.01,5.01,5.02
0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.06,0.02,0.295
1,1,0,1,1,0,0,1,0,0,0,0,0,1,5.015,5.01,5.015
0,0,1,1,1,0,0,1,0,0,0,0,0,1,0.15,0.065,0.765
1,0,1,1,1,0,0,1,0,0,0,0,0,1,5.01,5.01,5.05
0,1,1,1,1,0,0,1,0,0,0,0,0,1,0.05,0.02,0.27
1,1,1,1,1,0,0,1,0,0,0,0,0,1,5.02,5.01,5.02
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.04,0.02,0.19
1,0,0,0,0,1,0,1,0,0,0,0,0,1,5,5,5
0,1,0,0,0,1,0,1,0,0,0,0,0,1,0.065,0.02,0.34
1,1,0,0,0,1,0,1,0,0,0,0,0,1,5,5.01,5.02
0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.04,0.02,0.19
1,0,1,0,0,1,0,1,0,0,0,0,0,1,5,5.005,5.03
0,1,1,0,0,1,0,1,0,0,0,0,0,1,0.065,0.025,0.35
1,1,1,0,0,1,0,1,0,0,0,0,0,1,5,5.005,5.02
0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.04,0.015,0.175
1,0,0,1,0,1,0,1,0,0,0,0,0,1,5.005,5,5.01
0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.075,0.03,0.4
1,1,0,1,0,1,0,1,0,0,0,0,0,1,5.01,5,5.02
0,0,1,1,0,1,0,1,0,0,0,0,0,1,0.04,0.02,0.205
1,0,1,1,0,1,0,1,0,0,0,0,0,1,5,5,5.015
0,1,1,1,0,1,0,1,0,0,0,0,0,1,0.08,0.035,0.39
1,1,1,1,0,1,0,1,0,0,0,0,0,1,5.01,5,5.015
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.04,0.02,0.185
1,0,0,0,1,1,0,1,0,0,0,0,0,1,5.01,5.01,5.01
0,1,0,0,1,1,0,1,0,0,0,0,0,1,0.105,0.045,0.5
1,1,0,0,1,1,0,1,0,0,0,0,0,1,5.005,5.005,5.02
0,0,1,0,1,1,0,1,0,0,0,0,0,1,0.035,0.01,0.17
1,0,1,0,1,1,0,1,0,0,0,0,0,1,5.01,5.005,5.03
0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.105,0.04,0.48
1,1,1,0,1,1,0,1,0,0,0,0,0,1,5,5,5.005
0,0,0,1,1,1,0,1,0,0,0,0,0,1,0.04,0.01,0.185
1,0,0,1,1,1,0,1,0,0,0,0,0,1,5.005,5.005,5.01
0,1,0,1,1,1,0,1,0,0,0,0,0,1,0.1,0.045,0.52
1,1,0,1,1,1,0,1,0,0,0,0,0,1,5.01,5.01,5
0,0,1,1,1,1,0,1,0,0,0,0,0,1,0.04,0.02,0.185
1,0,1,1,1,1,0,1,0,0,0,0,0,1,5.005,5.01,5.02
0,1,1,1,1,1,0,1,0,0,0,0,0,1,0.105,0.05,0.495
1,1,1,1,1,1,0,1,0,0,0,0,0,1,5.01,5.01,5.015
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.04,0.015,0.215
1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,5,5.01
0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.06,0.03,0.29
1,1,0,0,0,0,1,1,0,0,0,0,0,1,5.01,4.16,5.03
0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.025,0.01,0.145
1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.53,0.24,2.655
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.095,0.04,0.45
1,1,1,0,0,0,1,1,0,0,0,0,0,1,5.01,5.01,5.02
0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.03,0.01,0.15
1,0,0,1,0,0,1,1,0,0,0,0,0,1,5.035,5.02,5.03
0,1,0,1,0,0,1,1,0,0,0,0,0,1,0.03,0.01,0.16
1,1,0,1,0,0,1,1,0,0,0,0,0,1,5.025,5.04,5.055
0,0,1,1,0,0,1,1,0,0,0,0,0,1,0.035,0.02,0.19
1,0,1,1,0,0,1,1,0,0,0,0,0,1,5.025,5.02,5.015
0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.02,0.005,0.11
1,1,1,1,0,0,1,1,0,0,0,0,0,1,5.025,5.02,5.015
0,0,0,0,1,0,1,1,0,0,0,0,0,1,0.11,0.05,0.58
1,0,0,0,1,0,1,1,0,0,0,0,0,1,5.01,5.01,5.02
0,1,0,0,1,0,1,1,0,0,0,0,0,1,0.12,0.055,0.62
1,1,0,0,1,0,1,1,0,0,0,0,0,1,5.01,5.01,5.025
0,0,1,0,1,0,1,1,0,0,0,0,0,1,0.04,0.01,0.205
1,0,1,0,1,0,1,1,0,0,0,0,0,1,5.01,5.01,5.025
0,1,1,0,1,0,1,1,0,0,0,0,0,1,0.11,0.05,0.585
1,1,1,0,1,0,1,1,0,0,0,0,0,1,5.01,5.01,5.015
0,0,0,1,1,0,1,1,0,0,0,0,0,1,0.02,0,0.105
1,0,0,1,1,0,1,1,0,0,0,0,0,1,5.01,4.825,5.02
0,1,0,1,1,0,1,1,0,0,0,0,0,1,0.025,0.01,0.13
1,1,0,1,1,0,1,1,0,0,0,0,0,1,3.535,1.505,5.03
0,0,1,1,1,0,1,1,0,0,0,0,0,1,0.02,0,0.07
1,0,1,1,1,0,1,1,0,0,0,0,0,1,5.01,5.01,5.04
0,1,1,1,1,0,1,1,0,0,0,0,0,1,0.07,0.03,0.33
1,1,1,1,1,0,1,1,0,0,0,0,0,1,5.015,5.01,5.01
0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.04,0.02,0.18
1,0,0,0,0,1,1,1,0,0,0,0,0,1,5.01,5,5.025
0,1,0,0,0,1,1,1,0,0,0,0,0,1,0.085,0.04,0.42
1,1,0,0,0,1,1,1,0,0,0,0,0,1,5.005,5.005,5.025
0,0,1,0,0,1,1,1,0,0,0,0,0,1,0.04,0.02,0.185
1,0,1,0,0,1,1,1,0,0,0,0,0,1,5.01,5.01,5.035
0,1,1,0,0,1,1,1,0,0,0,0,0,1,0.09,0.04,0.37
1,1,1,0,0,1,1,1,0,0,0,0,0,1,5.01,5.01,5.015
0,0,0,1,0,1,1,1,0,0,0,0,0,1,0.04,0.02,0.15
1,0,0,1,0,1,1,1,0,0,0,0,0,1,5.01,5.005,5.035
0,1,0,1,0,1,1,1,0,0,0,0,0,1,0.065,0.03,0.24
1,1,0,1,0,1,1,1,0,0,0,0,0,1,5.01,5.01,5.01
0,0,1,1,0,1,1,1,0,0,0,0,0,1,0.035,0.02,0.165
1,0,1,1,0,1,1,1,0,0,0,0,0,1,5,5.01,5.025
0,1,1,1,0,1,1,1,0,0,0,0,0,1,0.07,0.025,0.295
1,1,1,1,0,1,1,1,0,0,0,0,0,1,0.91,0.4,3.225
0,0,0,0,1,1,1,1,0,0,0,0,0,1,0.035,0.02,0.16
1,0,0,0,1,1,1,1,0,0,0,0,0,1,5,5.01,5.015
0,1,0,0,1,1,1,1,0,0,0,0,0,1,0.095,0.04,0.385
1,1,0,0,1,1,1,1,0,0,0,0,0,1,5.01,5.01,5.025
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.04,0.015,0.155
1,0,1,0,1,1,1,1,0,0,0,0,0,1,5,5.01,5.025
0,1,1,0,1,1,1,1,0,0,0,0,0,1,0.075,0.03,0.275
1,1,1,0,1,1,1,1,0,0,0,0,0,1,5,5.01,5
0,0,0,1,1,1,1,1,0,0,0,0,0,1,0.04,0.02,0.14
1,0,0,1,1,1,1,1,0,0,0,0,0,1,5.005,5.01,5.015
0,1,0,1,1,1,1,1,0,0,0,0,0,1,0.08,0.04,0.31
1,1,0,1,1,1,1,1,0,0,0,0,0,1,5.005,5.01,5.035
0,0,1,1,1,1,1,1,0,0,0,0,0,1,0.035,0.02,0.16
1,0,1,1,1,1,1,1,0,0,0,0,0,1,5.01,5.005,5.01
0,1,1,1,1,1,1,1,0,0,0,0,0,1,0.07,0.03,0.27
1,1,1,1,1,1,1,1,0,0,0,0,0,1,5,5.01,5.005
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.01,0,0.06
1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,5.01,5.005
0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.06,0.03,0.215
1,1,0,0,0,0,0,0,1,0,0,0,0,1,5.01,5.01,5.025
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.01,0,0.045
1,0,1,0,0,0,0,0,1,0,0,0,0,1,5.01,5.02,5.045
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0.02,0,0.06
1,1,1,0,0,0,0,0,1,0,0,0,0,1,4.975,2.1,5.01
0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.02,0.005,0.095
1,0,0,1,0,0,0,0,1,0,0,0,0,1,5.03,5.02,5.015
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.02,0.01,0.11
1,1,0,1,0,0,0,0,1,0,0,0,0,1,5.03,5.02,5.035
0,0,1,1,0,0,0,0,1,0,0,0,0,1,0.02,0.01,0.085
1,0,1,1,0,0,0,0,1,0,0,0,0,1,5.025,5.02,5.03
0,1,1,1,0,0,0,0,1,0,0,0,0,1,0.03,0.01,0.11
1,1,1,1,0,0,0,0,1,0,0,0,0,1,5.03,5.02,5.025
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.15,0.065,0.625
1,0,0,0,1,0,0,0,1,0,0,0,0,1,5.01,5.01,5.015
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0.055,0.02,0.22
1,1,0,0,1,0,0,0,1,0,0,0,0,1,5.015,5.01,5.035
0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.145,0.07,0.57
1,0,1,0,1,0,0,0,1,0,0,0,0,1,5.01,5.01,5.025
0,1,1,0,1,0,0,0,1,0,0,0,0,1,0.05,0.02,0.235
1,1,1,0,1,0,0,0,1,0,0,0,0,1,5.02,5.01,5.025
0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.145,0.07,0.765
1,0,0,1,1,0,0,0,1,0,0,0,0,1,5.01,5.015,5.02
0,1,0,1,1,0,0,0,1,0,0,0,0,1,0.06,0.02,0.285
1,1,0,1,1,0,0,0,1,0,0,0,0,1,5.01,5.01,5.005
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.14,0.07,0.745
1,0,1,1,1,0,0,0,1,0,0,0,0,1,5.01,5.01,5.03
0,1,1,1,1,0,0,0,1,0,0,0,0,1,0.055,0.02,0.29
1,1,1,1,1,0,0,0,1,0,0,0,0,1,5.015,5.01,5.01
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.04,0.02,0.195
1,0,0,0,0,1,0,0,1,0,0,0,0,1,5,5,5
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0.07,0.025,0.35
1,1,0,0,0,1,0,0,1,0,0,0,0,1,5,5.005,5.03
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.04,0.02,0.175
1,0,1,0,0,1,0,0,1,0,0,0,0,1,5,5,5.015
0,1,1,0,0,1,0,0,1,0,0,0,0,1,0.065,0.025,0.35
1,1,1,0,0,1,0,0,1,0,0,0,0,1,5,5.01,5.015
0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.04,0.02,0.175
1,0,0,1,0,1,0,0,1,0,0,0,0,1,5,5,5
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0.075,0.03,0.4
1,1,0,1,0,1,0,0,1,0,0,0,0,1,5.01,5,5.03
0,0,1,1,0,1,0,0,1,0,0,0,0,1,0.035,0.015,0.18
1,0,1,1,0,1,0,0,1,0,0,0,0,1,5,5,5.02
0,1,1,1,0,1,0,0,1,0,0,0,0,1,0.08,0.04,0.4
1,1,1,1,0,1,0,0,1,0,0,0,0,1,5.01,5,5.005
0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.04,0.02,0.19
1,0,0,0,1,1,0,0,1,0,0,0,0,1,5.005,5.01,5.01
0,1,0,0,1,1,0,0,1,0,0,0,0,1,0.105,0.04,0.49
1,1,0,0,1,1,0,0,1,0,0,0,0,1,5.005,5.005,5
0,0,1,0,1,1,0,0,1,0,0,0,0,1,0.04,0.02,0.195
1,0,1,0,1,1,0,0,1,0,0,0,0,1,5,5.01,5.01
0,1,1,0,1,1,0,0,1,0,0,0,0,1,0.105,0.04,0.47
1,1,1,0,1,1,0,0,1,0,0,0,0,1,5.005,5.01,5.03
0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.04,0.02,0.185
1,0,0,1,1,1,0,0,1,0,0,0,0,1,5.01,5.01,5
0,1,0,1,1,1,0,0,1,0,0,0,0,1,0.1,0.045,0.49
1,1,0,1,1,1,0,0,1,0,0,0,0,1,5.01,5.01,5.025
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.04,0.01,0.195
1,0,1,1,1,1,0,0,1,0,0,0,0,1,5.005,5.01,5.01
0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.095,0.045,0.51
1,1,1,1,1,1,0,0,1,0,0,0,0,1,5.01,5.01,5.02
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.04,0.02,0.18
1,0,0,0,0,0,1,0,1,0,0,0,0,1,5,5.005,5.015
0,1,0,0,0,0,1,0,1,0,0,0,0,1,0.055,0.03,0.29
1,1,0,0,0,0,1,0,1,0,0,0,0,1,5.01,4.13,5.03
0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.03,0.01,0.165
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0.53,0.235,2.39
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0.095,0.04,0.49
1,1,1,0,0,0,1,0,1,0,0,0,0,1,5.01,5.01,5.05
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.03,0.01,0.13
1,0,0,1,0,0,1,0,1,0,0,0,0,1,5.04,5.02,5.02
0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.03,0.01,0.16
1,1,0,1,0,0,1,0,1,0,0,0,0,1,5.025,5.04,5.055
0,0,1,1,0,0,1,0,1,0,0,0,0,1,0.04,0.01,0.18
1,0,1,1,0,0,1,0,1,0,0,0,0,1,5.03,5.02,5.02
0,1,1,1,0,0,1,0,1,0,0,0,0,1,0.02,0.01,0.11
1,1,1,1,0,0,1,0,1,0,0,0,0,1,5.03,5.02,5.06
0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.105,0.05,0.56
1,0,0,0,1,0,1,0,1,0,0,0,0,1,5.01,5.01,5.02
0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.12,0.055,0.585
1,1,0,0,1,0,1,0,1,0,0,0,0,1,5.01,5.01,5.035
0,0,1,0,1,0,1,0,1,0,0,0,0,1,0.035,0.015,0.23
1,0,1,0,1,0,1,0,1,0,0,0,0,1,5.015,5.01,5.01
0,1,1,0,1,0,1,0,1,0,0,0,0,1,0.1,0.045,0.545
1,1,1,0,1,0,1,0,1,0,0,0,0,1,5.01,5.01,5.05
0,0,0,1,1,0,1,0,1,0,0,0,0,1,0.02,0,0.105
1,0,0,1,1,0,1,0,1,0,0,0,0,1,5.01,4.875,5.02
0,1,0,1,1,0,1,0,1,0,0,0,0,1,0.03,0.01,0.14
1,1,0,1,1,0,1,0,1,0,0,0,0,1,3.52,1.52,5.03
0,0,1,1,1,0,1,0,1,0,0,0,0,1,0.02,0,0.07
1,0,1,1,1,0,1,0,1,0,0,0,0,1,5.01,5.01,5.05
0,1,1,1,1,0,1,0,1,0,0,0,0,1,0.065,0.03,0.3
1,1,1,1,1,0,1,0,1,0,0,0,0,1,5.015,5.01,5.01
0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.04,0.02,0.185
1,0,0,0,0,1,1,0,1,0,0,0,0,1,5.01,5.005,5.03
0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.08,0.035,0.4
1,1,0,0,0,1,1,0,1,0,0,0,0,1,5.005,5.01,5.03
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0.035,0.015,0.2
1,0,1,0,0,1,1,0,1,0,0,0,0,1,5.005,5.01,5.03
0,1,1,0,0,1,1,0,1,0,0,0,0,1,0.09,0.04,0.43
1,1,1,0,0,1,1,0,1,0,0,0,0,1,5.01,5.01,5.015
0,0,0,1,0,1,1,0,1,0,0,0,0,1,0.04,0.02,0.21
1,0,0,1,0,1,1,0,1,0,0,0,0,1,5.01,5.005,5.015
0,1,0,1,0,1,1,0,1,0,0,0,0,1,0.065,0.03,0.33
1,1,0,1,0,1,1,0,1,0,0,0,0,1,5.01,5,5.03
0,0,1,1,0,1,1,0,1,0,0,0,0,1,0.04,0.02,0.19
1,0,1,1,0,1,1,0,1,0,0,0,0,1,5.005,5.01,5
0,1,1,1,0,1,1,0,1,0,0,0,0,1,0.07,0.03,0.36
1,1,1,1,0,1,1,0,1,0,0,0,0,1,0.915,0.405,4.065
0,0,0,0,1,1,1,0,1,0,0,0,0,1,0.04,0.01,0.195
1,0,0,0,1,1,1,0,1,0,0,0,0,1,5,5.01,5.02
0,1,0,0,1,1,1,0,1,0,0,0,0,1,0.095,0.04,0.5
1,1,0,0,1,1,1,0,1,0,0,0,0,1,5.005,5.01,5.02
0,0,1,0,1,1,1,0,1,0,0,0,0,1,0.04,0.02,0.2
1,0,1,0,1,1,1,0,1,0,0,0,0,1,5.01,5.005,5
0,1,1,0,1,1,1,0,1,0,0,0,0,1,0.075,0.03,0.38
1,1,1,0,1,1,1,0,1,0,0,0,0,1,5,5.01,5.04
0,0,0,1,1,1,1,0,1,0,0,0,0,1,0.04,0.015,0.195
1,0,0,1,1,1,1,0,1,0,0,0,0,1,5.01,5.01,5
0,1,0,1,1,1,1,0,1,0,0,0,0,1,0.08,0.04,0.44
1,1,0,1,1,1,1,0,1,0,0,0,0,1,5.01,5.01,5.02
0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.035,0.015,0.2
1,0,1,1,1,1,1,0,1,0,0,0,0,1,5.01,5.005,5.01
0,1,1,1,1,1,1,0,1,0,0,0,0,1,0.07,0.03,0.34
1,1,1,1,1,1,1,0,1,0,0,0,0,1,5,5.01,5.035
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.01,0,0.07
1,0,0,0,0,0,0,1,1,0,0,0,0,1,5,5.01,5.02
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.06,0.025,0.34
1,1,0,0,0,0,0,1,1,0,0,0,0,1,5.005,5.015,5.015
0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.01,0,0.035
1,0,1,0,0,0,0,1,1,0,0,0,0,1,5.01,5.02,5.02
0,1,1,0,0,0,0,1,1,0,0,0,0,1,0.015,0,0.08
1,1,1,0,0,0,0,1,1,0,0,0,0,1,4.995,2.105,5.02
0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.015,0.01,0.125
1,0,0,1,0,0,0,1,1,0,0,0,0,1,5.03,5.02,5.04
0,1,0,1,0,0,0,1,1,0,0,0,0,1,0.025,0.01,0.15
1,1,0,1,0,0,0,1,1,0,0,0,0,1,5.02,5.02,5.005
0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.015,0.01,0.15
1,0,1,1,0,0,0,1,1,0,0,0,0,1,5.03,5.02,5.025
0,1,1,1,0,0,0,1,1,0,0,0,0,1,0.025,0.01,0.125
1,1,1,1,0,0,0,1,1,0,0,0,0,1,5.03,5.02,5.04
0,0,0,0,1,0,0,1,1,0,0,0,0,1,0.15,0.07,0.78
1,0,0,0,1,0,0,1,1,0,0,0,0,1,5.01,5.01,5.02
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.055,0.02,0.28
1,1,0,0,1,0,0,1,1,0,0,0,0,1,5.015,5.01,5.01
0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.155,0.06,0.775
1,0,1,0,1,0,0,1,1,0,0,0,0,1,5.01,5.01,5.005
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.055,0.02,0.305
1,1,1,0,1,0,0,1,1,0,0,0,0,1,5.01,5.01,5.02
0,0,0,1,1,0,0,1,1,0,0,0,0,1,0.155,0.07,0.76
1,0,0,1,1,0,0,1,1,0,0,0,0,1,5.01,5.01,5.015
0,1,0,1,1,0,0,1,1,0,0,0,0,1,0.055,0.02,0.285
1,1,0,1,1,0,0,1,1,0,0,0,0,1,5.015,5.01,5.025
0,0,1,1,1,0,0,1,1,0,0,0,0,1,0.155,0.065,0.74
1,0,1,1,1,0,0,1,1,0,0,0,0,1,5.01,5.01,5.045
0,1,1,1,1,0,0,1,1,0,0,0,0,1,0.055,0.02,0.29
1,1,1,1,1,0,0,1,1,0,0,0,0,1,5.015,5.01,5.03
0,0,0,0,0,1,0,1,1,0,0,0,0,1,0.04,0.015,0.185
1,0,0,0,0,1,0,1,1,0,0,0,0,1,5,5,5.015
0,1,0,0,0,1,0,1,1,0,0,0,0,1,0.065,0.03,0.325
1,1,0,0,0,1,0,1,1,0,0,0,0,1,5,5.01,5.005
0,0,1,0,0,1,0,1,1,0,0,0,0,1,0.04,0.015,0.185
1,0,1,0,0,1,0,1,1,0,0,0,0,1,5,5,5.01
0,1,1,0,0,1,0,1,1,0,0,0,0,1,0.07,0.02,0.325
1,1,1,0,0,1,0,1,1,0,0,0,0,1,5,5.01,5
0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.04,0.015,0.19
1,0,0,1,0,1,0,1,1,0,0,0,0,1,5,5,5.01
0,1,0,1,0,1,0,1,1,0,0,0,0,1,0.08,0.04,0.395
1,1,0,1,0,1,0,1,1,0,0,0,0,1,5.01,5,5
0,0,1,1,0,1,0,1,1,0,0,0,0,1,0.04,0.02,0.195
1,0,1,1,0,1,0,1,1,0,0,0,0,1,5.005,5,5.01
0,1,1,1,0,1,0,1,1,0,0,0,0,1,0.08,0.035,0.39
1,1,1,1,0,1,0,1,1,0,0,0,0,1,5.01,5,5.015
0,0,0,0,1,1,0,1,1,0,0,0,0,1,0.035,0.02,0.195
1,0,0,0,1,1,0,1,1,0,0,0,0,1,5.005,5.01,5.015
0,1,0,0,1,1,0,1,1,0,0,0,0,1,0.095,0.045,0.515
1,1,0,0,1,1,0,1,1,0,0,0,0,1,5.01,5.005,5.03
0,0,1,0,1,1,0,1,1,0,0,0,0,1,0.04,0.02,0.195
1,0,1,0,1,1,0,1,1,0,0,0,0,1,5.01,5.01,5.01
0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.1,0.04,0.52
1,1,1,0,1,1,0,1,1,0,0,0,0,1,5.005,5.005,5.005
0,0,0,1,1,1,0,1,1,0,0,0,0,1,0.035,0.015,0.19
1,0,0,1,1,1,0,1,1,0,0,0,0,1,5.005,5.01,5.055
0,1,0,1,1,1,0,1,1,0,0,0,0,1,0.105,0.04,0.525
1,1,0,1,1,1,0,1,1,0,0,0,0,1,5.01,5.01,5.015
0,0,1,1,1,1,0,1,1,0,0,0,0,1,0.04,0.02,0.205
1,0,1,1,1,1,0,1,1,0,0,0,0,1,5.005,5.005,5.015
0,1,1,1,1,1,0,1,1,0,0,0,0,1,0.1,0.05,0.485
1,1,1,1,1,1,0,1,1,0,0,0,0,1,5.01,5.01,5.02
0,0,0,0,0,0,1,1,1,0,0,0,0,1,0.035,0.02,0.19
1,0,0,0,0,0,1,1,1,0,0,0,0,1,5,5,5.02
0,1,0,0,0,0,1,1,1,0,0,0,0,1,0.055,0.03,0.31
1,1,0,0,0,0,1,1,1,0,0,0,0,1,5.01,4.17,5.03
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.025,0.01,0.15
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.5,0.23,2.595
0,1,1,0,0,0,1,1,1,0,0,0,0,1,0.1,0.04,0.455
1,1,1,0,0,0,1,1,1,0,0,0,0,1,5.01,5.01,5.03
0,0,0,1,0,0,1,1,1,0,0,0,0,1,0.03,0.01,0.15
1,0,0,1,0,0,1,1,1,0,0,0,0,1,5.04,5.02,5.025
0,1,0,1,0,0,1,1,1,0,0,0,0,1,0.03,0.01,0.145
1,1,0,1,0,0,1,1,1,0,0,0,0,1,5.025,5.04,5.05
