0,1,2,3,4,5,6,7,8,9,10,11,task0,task1,task2
2,10,4,10,1,1,1000,10,1024,100,2,29,8.266666667,118.7583333,264.7416667
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,0,1706.1,7825.466667
2,1,2,10,1,0,1000,1000,1024,10000,5,0,63.68333333,101.4166667,279.75
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,172.1416667,4.141666667,15.64166667
4,10,2,10,1,1,1000,10,512,100,5,0,81.4,197.4333333,718.7833333
2,1,4,10,1,1,1000,1000,1024,10000,5,29,43.175,118.425,234.7166667
2,1,4,10,1,1,1,1000,1024,10000,5,0,1.108333333,1.133333333,1.483333333
4,1,4,1000000,1,1,1000,1000,1024,10000,5,29,357.75,227.8583333,720.2916667
4,10,2,10,10,1,1000,10,512,100,2,29,545.075,4156.508333,23078.24167
4,10,2,10,10,1,1,10,512,100,2,0,1.733333333,3.1,12.975
4,10,2,1000000,1,1,1000,10,512,100,2,0,1601.2,173.4833333,725.0583333
2,1,4,10,10,0,1,10,1024,100,2,29,1.125,1.916666667,5.783333333
4,10,4,1000000,10,1,1000,10,1024,100,5,0,0,5758.633333,18847.40833
4,1,2,1000000,1,1,1000,10,1024,100,2,0,3116.725,185.45,799.05
4,10,4,1000000,1,1,1000,10,512,100,2,0,1753.008333,245.9416667,891.9
4,10,2,10,1,0,1,1000,512,10000,5,0,1.275,1.241666667,2.691666667
4,10,4,10,1,1,1,10,1024,100,5,29,1.25,1.266666667,2.766666667
4,10,2,1000000,1,1,1000,10,1024,100,2,0,886.775,191.9583333,639.8083333
2,10,4,1000000,10,1,1000,10,1024,100,2,29,0,1750.158333,12843.7
2,1,4,10,1,0,1,10,1024,100,5,29,1.108333333,1.108333333,1.741666667
4,1,2,10,1,0,1000,10,512,100,2,29,32.66666667,198.4333333,726.5416667
2,10,4,10,1,0,1000,1000,512,10000,5,0,35.78333333,113.5583333,278.3333333
2,10,4,10,10,1,1,1000,512,10000,5,0,1.391666667,2.766666667,5.866666667
2,1,2,1000000,10,1,1,10,512,100,2,29,0,1.825,5.116666667
2,1,2,10,10,0,1,10,512,100,2,29,1.116666667,1.791666667,6.141666667
2,1,4,1000000,10,0,1000,10,1024,100,2,29,0,1790.233333,9169.191667
4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,0,3907.241667,15724.10833
2,1,2,1000000,10,1,1000,10,512,100,5,29,0,1541.975,19382.19167
2,1,2,10,10,0,1000,1000,512,10000,5,0,903.4166667,1421.075,20521.50833
2,1,2,1000000,1,1,1000,10,1024,100,5,29,673.9333333,98.76666667,286.0083333
2,1,2,10,1,0,1,10,1024,100,2,29,1.1,1.133333333,1.491666667
4,10,4,10,10,1,1000,1000,512,10000,5,0,1821.216667,5809.516667,17878.04167
4,10,2,1000000,10,1,1000,10,512,100,5,29,0,4859.091667,20192.71667
4,10,4,1000000,10,0,1000,1000,512,10000,5,0,253.4,5501.275,15415.93333
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,4239.783333,113.2916667,264.3666667
2,1,4,10,1,1,1000,1000,1024,10000,5,0,44.6,113.9333333,252.7916667
2,1,4,1000000,10,1,1,10,1024,100,5,29,0,1.95,5.691666667
2,1,4,1000000,10,1,1,1000,1024,10000,5,0,0,1.866666667,5.708333333
4,10,4,1000000,10,0,1,1000,512,10000,5,29,203.1666667,4.325,14.51666667
4,1,4,10,10,1,1,10,512,100,2,0,1.425,4.35,14.25833333
4,1,4,10,10,1,1000,10,1024,100,5,0,1644.783333,4817.641667,17234.1
2,1,4,1000000,10,0,1,1000,512,10000,5,29,0,2.333333333,5.408333333
2,10,4,10,10,0,1000,10,512,100,5,0,636.625,1704.175,9315.658333
4,10,2,10,10,0,1000,10,1024,100,5,29,1756.308333,3754.066667,28518.54167
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,0,1660.691667,9246.983333
2,1,2,10,1,0,1,10,512,100,2,0,1.1,1.133333333,1.483333333
2,10,2,10,1,1,1,1000,1024,10000,2,29,1.1,1.1,1.366666667
2,10,4,10,10,1,1000,1000,512,10000,5,29,691.9083333,1752.916667,8283.875
4,10,4,10,1,0,1000,10,512,100,5,29,55.75,240.125,716.9583333
4,10,4,1000000,1,0,1000,1000,1024,10000,2,29,530.75,239.6083333,761.2583333
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,0,5173.825,21336.00833
4,1,2,10,1,1,1,10,1024,100,5,29,1.233333333,1.241666667,10.79166667
4,10,4,10,1,1,1000,10,512,100,5,0,66.08333333,227.7333333,718.425
4,10,2,10,10,1,1000,10,512,100,5,0,1779.058333,4831.783333,17314.9
4,10,4,10,1,1,1,1000,1024,10000,5,29,1.25,1.258333333,3.008333333
4,10,4,10,1,0,1,10,512,100,2,29,1.133333333,1.258333333,3.041666667
2,1,4,1000000,1,0,1,10,512,100,5,29,19.675,1.108333333,1.808333333
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,36.69166667,4.358333333,14.9
2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,1807.566667,110.6,324.8083333
4,10,2,10,1,1,1000,10,512,100,5,29,69.49166667,177.7333333,649.6666667
2,10,4,10,1,1,1000,10,512,100,5,0,38.35,109.5583333,250.225
4,1,4,10,1,0,1,1000,512,10000,2,0,1.133333333,1.258333333,8.525
4,10,4,10,1,1,1,1000,512,10000,5,29,1.275,1.3,2.883333333
4,1,4,10,1,0,1000,10,1024,100,5,0,81.13333333,226.7166667,668.9
2,1,4,10,1,1,1000,10,1024,100,5,0,43.24166667,122.6,261.6583333
4,10,4,10,1,1,1,1000,512,10000,2,29,1.2,1.266666667,2.475
4,1,4,10,10,1,1,10,512,100,5,29,2.583333333,5.391666667,13.44166667
2,10,4,1000000,1,1,1,10,1024,100,5,29,15.83333333,1.133333333,1.633333333
4,10,2,10,1,1,1,10,1024,100,5,29,1.266666667,1.225,2.7
4,10,4,10,10,0,1,1000,1024,10000,5,29,2.666666667,5.316666667,13.84166667
4,1,2,1000000,10,0,1000,1000,512,10000,2,0,207.4666667,4665.391667,19536.01667
4,1,4,1000000,10,0,1,1000,512,10000,2,29,37.475,4.308333333,13.78333333
2,10,2,1000000,10,1,1000,1000,512,10000,5,0,0,1522.833333,20308.78333
4,10,4,10,10,0,1,1000,512,10000,2,0,1.425,4.341666667,14.68333333
4,10,4,10,1,1,1000,1000,512,10000,5,29,68.23333333,226.9583333,1112.841667
2,10,2,10,10,0,1,1000,512,10000,5,29,1.391666667,2.291666667,5.516666667
2,10,4,10,10,1,1000,10,512,100,5,29,627.4833333,1695.966667,8890.141667
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,1136.033333,194.5166667,711.85
4,1,4,1000000,10,1,1,1000,512,10000,2,29,28.8,4.2,12.875
2,10,2,1000000,1,0,1,10,1024,100,2,0,6.35,1.133333333,1.566666667
2,1,2,10,10,0,1000,1000,512,10000,5,29,603.825,1420.091667,21988.50833
4,1,4,1000000,10,1,1000,10,512,100,5,29,0,5013.475,22697.44167
4,10,4,10,10,1,1,10,512,100,5,29,2.783333333,4.25,14.15
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,6.625,1.116666667,1.475
2,10,4,1000000,1,1,1000,10,512,100,5,0,931.3333333,115.325,237.0166667
2,10,2,1000000,1,1,1,1000,512,10000,5,0,16.825,1.116666667,1.483333333
2,10,2,10,10,0,1,10,512,100,2,0,1.125,1.816666667,5.441666667
4,10,4,10,1,0,1000,1000,1024,10000,2,0,15.09166667,254.0416667,891.175
4,1,4,1000000,10,1,1,10,1024,100,2,29,37.65,4.133333333,13.81666667
2,1,2,1000000,10,1,1,1000,1024,10000,2,0,0,1.866666667,5.208333333
4,1,4,10,10,1,1,10,1024,100,2,0,1.45,4.35,13.34166667
4,10,2,10,1,1,1,1000,512,10000,2,0,1.133333333,1.258333333,2.958333333
4,1,4,10,10,0,1000,10,1024,100,5,0,1370.316667,3626.941667,13011.51667
2,1,4,1000000,10,1,1000,10,1024,100,2,29,0,1917.633333,8972.908333
2,1,2,1000000,10,1,1,1000,512,10000,5,29,0,2.266666667,7.183333333
2,1,2,1000000,10,1,1000,1000,1024,10000,2,0,0,1422.6,11891.15833
4,10,4,1000000,1,1,1,1000,512,10000,2,29,41.00833333,1.291666667,3.016666667
2,10,4,10,10,0,1,1000,1024,10000,5,0,1.366666667,1.966666667,5.983333333
4,1,4,10,1,0,1,10,512,100,5,0,1.241666667,1.266666667,3.25
2,1,2,1000000,1,1,1,10,512,100,5,0,165.0916667,1.108333333,1.491666667
2,10,2,1000000,1,0,1000,10,1024,100,5,29,64,96.30833333,324.7583333
2,1,2,10,1,0,1,10,512,100,2,29,1.1,1.125,1.541666667
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,0,1554.433333,18718.09167
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,0,1448.45,17297.375
2,1,2,10,1,1,1,1000,512,10000,5,0,1.108333333,1.125,1.5
2,10,4,10,10,1,1000,10,1024,100,5,29,685.9083333,1743.45,9193.108333
2,1,4,10,1,0,1000,10,512,100,2,0,11.8,118.0416667,252.25
4,10,4,1000000,10,1,1000,1000,512,10000,2,0,0,4059.108333,20129.75
2,10,2,10,1,0,1000,10,512,100,5,0,55.39166667,98.34166667,292.3
4,10,4,10,10,1,1000,10,512,100,2,0,749.6,4442.825,20021.825
2,10,4,10,1,0,1,1000,1024,10000,2,29,1.1,1.133333333,1.475
4,1,4,10,10,1,1,1000,1024,10000,2,0,1.725,6.058333333,14.075
4,1,4,1000000,10,0,1000,10,512,100,5,29,0,5044.216667,18561.38333
4,10,2,1000000,10,1,1,1000,512,10000,2,0,72.86666667,3.233333333,11.98333333
2,1,4,10,10,1,1000,1000,512,10000,5,29,660.9166667,1703.866667,8598.216667
2,1,2,10,10,0,1000,1000,1024,10000,5,29,621.9916667,1423.358333,21165.45833
2,10,2,10,1,1,1000,10,512,100,5,29,53.65833333,99.325,286.225
4,10,2,10,10,0,1,1000,1024,10000,2,0,1.716666667,3.583333333,13.61666667
4,10,4,1000000,10,0,1,10,1024,100,2,29,99.54166667,4.325,15.125
4,1,2,10,10,1,1,10,1024,100,2,0,1.383333333,3.291666667,12.325
2,10,2,1000000,1,1,1,1000,1024,10000,5,0,18.8,1.116666667,1.475
2,10,4,10,10,0,1,10,1024,100,2,0,1.116666667,1.925,5.783333333
2,10,4,1000000,10,0,1,1000,512,10000,5,29,0,1.975,6.808333333
4,10,4,1000000,10,0,1,10,1024,100,5,0,27.65833333,4.241666667,14.79166667
2,10,2,1000000,1,0,1,10,512,100,5,29,14.475,1.108333333,4.408333333
4,1,4,1000000,10,1,1000,1000,512,10000,5,29,0,5108.925,17501.16667
2,10,4,10,1,0,1000,1000,512,10000,2,29,7.875,127.6333333,267.8333333
4,10,4,1000000,1,0,1000,10,1024,100,5,29,3654.875,239.3,734.9333333
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,14.65833333,1.1,1.525
2,1,4,1000000,1,0,1000,10,512,100,2,0,0,113.8416667,296.925
2,10,4,1000000,1,0,1,10,512,100,5,29,15.06666667,1.108333333,1.516666667
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,214.6,3.541666667,12.54166667
2,1,4,10,10,1,1,1000,1024,10000,5,0,1.366666667,1.95,7.091666667
4,1,4,10,10,0,1000,10,1024,100,2,29,564.25,4785.183333,18127.25
4,10,2,10,10,0,1000,1000,1024,10000,5,0,1804.641667,3490.591667,18017.59167
2,10,2,1000000,10,0,1000,10,512,100,2,29,0,1528.616667,18039.45833
2,10,4,1000000,1,1,1,1000,1024,10000,2,29,6.358333333,1.108333333,1.458333333
4,10,4,10,10,0,1,1000,1024,10000,5,0,2.891666667,4.233333333,17.38333333
2,1,4,10,10,0,1,10,1024,100,5,0,1.325,1.983333333,6.441666667
4,10,4,1000000,1,0,1000,10,512,100,2,29,1939.166667,212.225,573.3083333
4,1,2,1000000,1,0,1000,10,1024,100,2,29,1215.875,184.025,693.2
4,1,4,10,1,1,1,10,1024,100,5,0,1.25,1.508333333,3.8
4,10,2,10,10,1,1,1000,1024,10000,5,29,2.733333333,4.3,16.5
2,10,4,10,1,1,1,1000,512,10000,2,29,1.1,1.108333333,1.475
4,1,2,10,10,0,1,10,1024,100,5,0,2.416666667,3.308333333,13.14166667
4,10,2,10,10,0,1,1000,1024,10000,2,29,1.716666667,3.2,13
4,10,2,1000000,1,1,1000,1000,1024,10000,2,0,611.0583333,179.6166667,614.45
2,10,4,1000000,10,1,1,1000,1024,10000,5,0,0,2.016666667,5.816666667
4,10,4,10,1,0,1000,1000,1024,10000,2,29,15.23333333,209.3916667,645.8083333
4,1,4,1000000,1,0,1000,10,512,100,5,29,0,248.95,642.7333333
2,1,2,10,10,0,1000,10,512,100,2,29,254.8166667,1466.183333,17702.99167
4,1,2,1000000,10,0,1000,1000,1024,10000,2,0,532.5916667,3982.083333,20386.13333
4,1,4,1000000,1,1,1000,10,512,100,2,29,1249.933333,224.2416667,770.7666667
2,1,2,10,10,1,1,10,512,100,5,0,1.283333333,1.833333333,6.175
2,10,2,1000000,10,1,1,10,512,100,5,29,0,1.825,5.341666667
4,10,4,1000000,10,0,1000,10,1024,100,2,29,15.03333333,5692.55,14970.93333
4,10,4,10,1,1,1,1000,512,10000,2,0,1.166666667,1.275,3.466666667
2,10,2,10,10,0,1000,10,512,100,2,29,273.1333333,1511.591667,19617.20833
4,1,4,1000000,10,0,1,10,1024,100,5,0,165.675,4.2,14.225
2,1,4,1000000,1,0,1000,1000,1024,10000,5,0,415.6083333,134.0583333,286.5666667
4,10,4,1000000,10,0,1,1000,512,10000,5,0,51.36666667,4.158333333,14.94166667
2,1,2,1000000,1,0,1000,10,1024,100,2,0,0,105.0916667,306.0166667
2,10,4,10,1,0,1000,10,512,100,5,29,37.13333333,119.05,310.85
2,10,4,10,1,1,1,10,1024,100,5,0,1.116666667,1.141666667,1.4
4,1,4,1000000,1,0,1,1000,1024,10000,5,29,19.51666667,1.258333333,2.933333333
4,1,4,10,10,1,1,1000,1024,10000,5,0,2.733333333,4.366666667,13.45
2,1,4,1000000,10,1,1000,10,512,100,5,29,0,1673.441667,12864.13333
2,10,2,10,10,0,1000,1000,512,10000,2,0,274.5833333,1507.033333,20907.41667
2,10,2,10,10,0,1,10,512,100,5,0,1.35,1.8,5.325
2,1,4,10,1,1,1,1000,512,10000,5,29,1.108333333,1.108333333,1.491666667
4,10,2,10,10,0,1,1000,512,10000,5,29,2.7,3.333333333,13.66666667
4,10,2,1000000,1,0,1000,10,1024,100,2,29,1497.033333,190.6416667,671.9666667
4,1,2,10,10,1,1000,1000,1024,10000,2,29,512.225,5388.608333,18897.35
4,10,2,1000000,1,0,1,10,1024,100,5,29,18.19166667,1.258333333,2.908333333
4,10,2,10,1,1,1,1000,1024,10000,2,0,1.141666667,1.241666667,3.075
2,10,2,1000000,10,0,1,10,512,100,2,0,0,1.816666667,5.333333333
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,0,5247.883333,24224.68333
4,10,2,10,10,1,1000,1000,1024,10000,2,29,549.8666667,4238.441667,19219.63333
2,10,4,1000000,1,1,1,10,1024,100,2,0,6.516666667,1.116666667,1.433333333
2,1,4,10,1,1,1000,1000,512,10000,2,29,14.24166667,116.5083333,257.6333333
2,1,4,10,10,0,1,1000,512,10000,2,29,1.35,1.933333333,5.85
2,10,4,10,10,0,1000,1000,512,10000,2,29,279.575,1853.941667,11774.28333
4,10,2,10,10,0,1,10,512,100,5,0,2.591666667,3.241666667,13.56666667
2,1,4,10,10,0,1,1000,1024,10000,5,0,1.3,2.041666667,6.258333333
4,10,4,1000000,10,0,1000,10,512,100,2,0,66.58333333,5826.416667,20012.65
4,10,4,1000000,1,0,1,10,1024,100,2,29,7.158333333,1.283333333,2.858333333
2,1,2,10,1,1,1,1000,1024,10000,2,0,1.1,1.125,1.466666667
2,10,2,1000000,1,1,1000,1000,1024,10000,5,0,239.3333333,97.76666667,304.0416667
2,1,4,10,1,1,1,1000,1024,10000,2,0,1.1,3.533333333,1.516666667
2,1,2,10,10,1,1,1000,512,10000,5,29,1.275,2.233333333,5.258333333
2,1,4,10,10,1,1,10,512,100,5,29,1.308333333,1.925,6.291666667
4,1,2,1000000,1,1,1000,1000,1024,10000,2,0,1463.225,181.1583333,786.4333333
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,0,1.9,5.825
2,10,4,10,10,0,1000,10,1024,100,2,29,272.825,1977.983333,9754.266667
2,10,4,10,10,1,1,1000,1024,10000,2,0,1.133333333,2.308333333,5.583333333
4,1,2,10,1,1,1000,1000,1024,10000,2,0,33.025,197.6666667,626.95
2,10,2,10,1,0,1000,10,512,100,2,0,16.16666667,98.84166667,269.95
2,1,2,10,1,1,1000,1000,512,10000,2,29,17.39166667,97.36666667,264.4333333
4,10,4,10,10,1,1,10,512,100,5,0,2.8,4.291666667,13.33333333
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,377.6,96.71666667,302.35
4,1,2,10,10,1,1,1000,512,10000,2,0,1.7,3.516666667,12.93333333
4,10,2,1000000,10,1,1000,10,1024,100,5,0,0,4062.033333,20298.91667
4,10,2,1000000,10,0,1000,1000,512,10000,2,0,20.41666667,4264.375,24438.61667
4,10,4,1000000,1,1,1,10,512,100,5,29,22.7,1.25,2.391666667
2,1,4,10,10,0,1,10,1024,100,2,0,1.116666667,1.916666667,5.683333333
4,1,4,10,10,0,1,10,1024,100,5,29,2.6,4.383333333,14.475
4,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0,4400.308333,19237.35
2,1,4,10,10,1,1,1000,512,10000,2,29,1.125,1.991666667,5.225
4,1,4,1000000,1,0,1000,10,1024,100,5,29,657.125,249.7833333,676.8916667
2,10,2,1000000,10,0,1000,1000,1024,10000,5,29,0,1556.85,21379.04167
2,1,4,1000000,1,1,1000,1000,1024,10000,2,0,1353.125,130.8583333,288.4416667
2,10,2,10,1,0,1,1000,1024,10000,5,29,1.116666667,1.108333333,1.541666667
4,1,4,10,10,1,1000,1000,1024,10000,5,0,1471.266667,4719.441667,18715.625
4,10,4,10,10,0,1,10,512,100,5,0,2.8,4.233333333,13.35
4,10,2,10,10,0,1000,10,512,100,5,29,1675.05,3806.95,17734.76667
2,1,2,1000000,10,0,1,1000,512,10000,5,0,0,1.858333333,5.533333333
4,1,4,1000000,10,0,1000,1000,512,10000,5,0,0,4946.266667,16350.13333
4,1,2,10,1,1,1,10,512,100,2,0,1.166666667,1.275,2.758333333
2,1,2,1000000,1,0,1,10,1024,100,5,0,17.825,1.108333333,1.641666667
2,10,2,1000000,1,0,1000,1000,512,10000,2,29,1564.991667,101.4166667,270.1833333
4,1,4,10,10,1,1,1000,1024,10000,2,29,1.45,4.083333333,13.46666667
2,1,4,10,10,1,1000,1000,512,10000,2,29,243.2916667,1700.341667,10064.975
4,10,2,1000000,10,1,1,1000,1024,10000,2,29,112.3333333,3.508333333,14.425
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,19.38333333,1.133333333,1.541666667
2,1,4,10,10,1,1000,10,512,100,5,29,611.1083333,1856.975,13166.24167
4,1,4,10,1,1,1000,10,512,100,2,29,19.90833333,245.125,783.725
4,1,2,10,10,0,1000,1000,1024,10000,5,0,1309.525,3270.783333,17956.39167
4,1,4,1000000,10,1,1,10,1024,100,2,0,29.30833333,4.358333333,13.94166667
4,1,2,10,10,0,1,10,512,100,5,29,2.5,3.208333333,12.225
4,10,4,10,10,1,1,1000,512,10000,5,0,2.833333333,5.2,19.525
4,1,4,10,1,0,1,10,1024,100,2,0,1.158333333,1.258333333,2.741666667
4,1,4,10,1,1,1000,1000,1024,10000,5,0,94.925,235.6916667,695.675
2,1,2,1000000,10,0,1,1000,1024,10000,2,0,0,1.816666667,5.766666667
4,1,2,10,1,1,1000,10,512,100,5,0,99.50833333,187.2583333,759.9166667
4,10,2,1000000,1,0,1,10,512,100,2,0,5.691666667,1.25,3.566666667
2,1,4,10,10,0,1,10,512,100,2,0,1.116666667,1.883333333,5.791666667
4,1,2,10,10,0,1,1000,512,10000,2,29,1.433333333,3.333333333,17.425
2,10,2,1000000,10,1,1,10,1024,100,2,0,0,1.766666667,6.108333333
2,10,4,1000000,10,1,1,10,512,100,2,29,0,1.908333333,5.575
4,10,4,1000000,1,1,1000,1000,512,10000,5,29,409.75,221.4583333,642.1416667
2,10,4,1000000,10,0,1000,10,1024,100,5,29,0,1733.691667,9838.466667
4,1,2,1000000,1,0,1000,10,512,100,2,0,0,191.025,711.8083333
4,10,2,10,1,0,1000,10,1024,100,5,0,75.28333333,179.85,711.975
2,1,2,10,1,0,1000,1000,1024,10000,2,29,16.74166667,114.4583333,303.7583333
4,1,4,10,1,1,1000,1000,512,10000,2,29,20.55,245.0833333,659.1
4,10,4,1000000,10,1,1,1000,1024,10000,2,29,219.6666667,4.35,13.45
4,10,2,10,10,1,1000,1000,512,10000,2,29,597.95,3558.366667,23952.24167
4,10,4,1000000,1,0,1,1000,1024,10000,2,29,6.808333333,1.266666667,3.291666667
4,1,2,10,1,1,1000,10,1024,100,5,0,103.35,173.5,762.0333333
4,1,4,1000000,10,1,1000,1000,512,10000,2,0,184.1416667,4697.391667,18284.26667
4,1,4,10,1,1,1,1000,512,10000,2,29,1.158333333,1.266666667,2.758333333
2,1,4,1000000,1,1,1000,10,512,100,2,29,673.5,117.7083333,241.0666667
4,1,4,10,1,1,1000,10,1024,100,5,29,101.0583333,203,706.6083333
2,10,4,10,10,0,1000,1000,512,10000,2,0,281.9666667,1798.333333,11788.15833
4,10,2,10,1,0,1000,10,1024,100,2,29,27.55833333,173.8083333,732.3916667
4,10,2,1000000,10,0,1,10,1024,100,2,0,151.9333333,3.233333333,12.74166667
4,1,2,10,1,1,1000,10,512,100,2,0,33.34166667,175.3083333,604.4416667
4,1,4,10,10,1,1000,10,1024,100,2,29,540.1583333,4965.716667,20019
2,10,2,1000000,1,1,1,10,1024,100,2,29,6.358333333,1.125,1.425
4,1,4,1000000,1,1,1,1000,1024,10000,2,0,8.508333333,1.258333333,2.708333333
2,10,4,10,10,1,1000,1000,512,10000,5,0,622.1833333,1633.608333,8817.608333
2,10,2,10,10,1,1000,10,512,100,5,0,651.6,1573.15,15515
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,1519.616667,199.55,730.75
4,1,4,10,10,0,1000,10,1024,100,5,29,1376.658333,4556.425,19030.59167
2,10,2,1000000,1,0,1,1000,512,10000,5,29,15.74166667,1.133333333,1.575
4,10,2,10,10,0,1000,10,1024,100,5,0,1666.458333,4504.775,18090.2
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,0,1655.033333,7589.966667
2,1,4,1000000,1,0,1,10,1024,100,2,29,12.41666667,1.125,1.533333333
2,10,4,10,1,0,1000,1000,1024,10000,2,29,7.05,122.3916667,277.6416667
4,10,4,1000000,10,0,1,10,512,100,2,0,53.43333333,4.316666667,14.88333333
2,10,4,10,1,1,1000,10,512,100,2,0,7.85,123.1,260.4416667
2,1,4,10,1,0,1000,10,1024,100,5,29,43.95,118,266.9083333
2,10,4,1000000,1,0,1000,10,1024,100,5,0,2863.241667,118.2583333,254.725
2,10,2,1000000,10,1,1000,10,1024,100,2,29,0,1490.616667,17184.10833
4,1,2,10,1,0,1,1000,1024,10000,5,0,1.283333333,1.241666667,3.208333333
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,206.8333333,4371.375,22461.95833
4,10,4,1000000,10,0,1000,10,512,100,2,29,172.25,5339.25,16380.475
2,1,2,1000000,10,1,1000,10,1024,100,2,29,0,1454.883333,20517.95
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,19.48333333,1.25,2.916666667
4,10,2,1000000,1,0,1,10,1024,100,5,0,19.16666667,1.266666667,2.591666667
2,1,2,10,10,0,1000,1000,512,10000,2,29,252.875,1449.175,14651.83333
2,10,4,1000000,10,0,1,1000,512,10000,5,0,0,1.908333333,5.7
4,10,4,10,1,1,1000,1000,1024,10000,5,0,56.025,230.55,584.6833333
2,10,2,1000000,10,0,1000,10,512,100,2,0,0,1530.425,17069.48333
4,10,2,1000000,10,0,1,10,1024,100,5,0,130.0166667,3.275,13.66666667
2,10,4,10,1,1,1,10,1024,100,2,0,1.1,1.141666667,1.533333333
4,10,4,1000000,10,1,1000,1000,512,10000,5,29,16.475,4899.775,17862.575
4,10,2,10,1,0,1,1000,512,10000,2,29,1.166666667,1.241666667,2.991666667
4,10,4,1000000,1,0,1000,10,1024,100,2,0,875.6333333,222.2666667,892.7833333
4,1,2,10,1,1,1000,1000,512,10000,5,29,100.0083333,184.775,741.1166667
2,10,2,10,10,0,1000,1000,512,10000,2,29,265.6333333,1477.458333,23420.95833
4,10,2,10,1,0,1,10,512,100,2,29,1.183333333,1.258333333,2.741666667
4,1,2,10,1,1,1,1000,1024,10000,2,29,1.141666667,1.266666667,2.741666667
4,1,4,1000000,10,0,1000,1000,1024,10000,2,29,31.875,3890.308333,17669.94167
4,1,2,1000000,1,1,1000,1000,512,10000,5,0,0,175.6833333,830.95
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,0,4643.108333,18565
4,1,2,10,1,0,1,1000,1024,10000,2,0,1.141666667,1.266666667,2.875
4,1,2,1000000,1,0,1000,1000,1024,10000,5,0,1819.033333,185.7916667,843.975
4,10,2,1000000,1,1,1000,1000,512,10000,5,29,2111.883333,197.0333333,635
4,10,4,1000000,1,0,1,1000,512,10000,5,0,17.63333333,1.258333333,3.091666667
2,10,2,10,1,1,1000,1000,512,10000,2,29,19.59166667,100.3666667,298.4416667
2,1,2,1000000,10,0,1,10,1024,100,5,0,0,1.766666667,5.216666667
2,1,4,10,10,0,1,10,1024,100,5,29,1.341666667,1.9,6.091666667
4,10,2,1000000,1,0,1,10,512,100,2,29,5.825,1.25,2.841666667
4,10,4,10,1,0,1000,1000,512,10000,2,29,17.6,227.525,776.8666667
2,10,2,1000000,10,0,1000,10,1024,100,2,0,0,1536.983333,22135.29167
2,1,4,1000000,1,0,1000,1000,512,10000,2,0,696.5083333,106.65,293.8333333
2,1,2,1000000,1,1,1000,10,1024,100,5,0,0,100.6833333,286.825
2,1,2,1000000,1,0,1000,10,1024,100,5,29,1882.266667,98.29166667,407.4083333
2,1,2,10,1,0,1000,10,512,100,5,29,61.625,97.69166667,294.2833333
2,1,2,1000000,1,0,1,10,512,100,5,29,17.8,1.108333333,1.508333333
4,10,4,1000000,10,0,1,10,1024,100,5,29,360.3166667,4.141666667,13.05833333
4,1,4,10,1,1,1,1000,1024,10000,2,0,1.133333333,1.241666667,2.95
4,10,4,1000000,10,0,1000,1000,1024,10000,5,0,0,3821.85,17233.39167
4,10,4,10,1,0,1,1000,1024,10000,2,0,1.158333333,1.241666667,2.683333333
2,1,2,1000000,1,1,1,10,512,100,2,0,11.875,1.116666667,1.475
2,10,2,1000000,10,1,1000,1000,512,10000,5,29,0,1428.15,16867.53333
2,10,4,1000000,10,1,1,10,1024,100,5,0,0,1.916666667,6.191666667
4,1,4,1000000,10,0,1,10,1024,100,2,29,37.775,4.283333333,14.59166667
2,10,4,10,10,1,1000,1000,1024,10000,2,0,272.3,1568.9,8503.216667
2,1,2,10,1,1,1000,10,1024,100,5,0,60.81666667,104.3833333,275.6666667
2,10,4,1000000,1,0,1000,10,1024,100,2,29,1755.591667,114.5416667,202.3833333
2,10,4,10,10,1,1000,1000,1024,10000,2,29,284.8916667,1705.25,7507.683333
4,10,4,1000000,1,1,1000,10,512,100,5,29,0,218.075,688.0166667
4,1,2,1000000,1,1,1,1000,512,10000,2,0,5.183333333,1.25,3.058333333
2,10,2,1000000,1,1,1,10,512,100,5,0,15.31666667,1.1,1.358333333
2,10,2,1000000,1,0,1000,1000,1024,10000,5,29,1311.333333,98.44166667,311.375
